sale_id,customer_id,sale_date,feedback_text,feedback_text_clean,sentiment,sentiment_vader,neg,neu,pos,compound,churn
S003348,CUST01953,2021-07-26,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003349,CUST01646,2023-11-08,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003350,CUST01666,2023-07-27,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003351,CUST00205,2020-05-22,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003352,CUST01718,2023-07-12,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003353,CUST00482,2020-04-18,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003354,CUST00010,2020-12-14,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003355,CUST00022,2021-05-05,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003356,CUST01108,2020-08-12,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003357,CUST00505,2022-07-11,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003358,CUST01269,2022-06-26,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003359,CUST01549,2022-02-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003360,CUST01536,2023-04-11,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003361,CUST01100,2023-03-21,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003362,CUST00950,2023-01-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003363,CUST00219,2022-12-21,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003364,CUST01503,2020-04-12,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003365,CUST01951,2020-05-16,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003366,CUST00026,2021-01-12,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003367,CUST01312,2023-12-23,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003368,CUST00133,2022-02-24,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S003369,CUST01940,2022-11-19,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S003370,CUST01702,2022-09-24,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003371,CUST01324,2022-03-23,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003372,CUST01501,2021-08-14,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003373,CUST01931,2021-07-31,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003374,CUST00908,2020-11-11,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003375,CUST00084,2023-03-01,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003376,CUST01918,2022-07-25,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003377,CUST01723,2023-06-24,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003378,CUST00336,2023-06-12,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003379,CUST01385,2020-02-23,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003380,CUST01182,2022-03-04,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003381,CUST00017,2021-07-12,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003382,CUST00259,2020-08-14,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003383,CUST01113,2022-06-19,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003384,CUST01811,2020-02-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003385,CUST01398,2023-03-19,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003386,CUST00572,2022-06-26,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003387,CUST01956,2021-11-19,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003388,CUST01843,2021-05-10,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003389,CUST00658,2020-07-11,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003390,CUST01452,2022-10-29,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003391,CUST01901,2021-12-21,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003392,CUST00721,2020-07-27,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003393,CUST01832,2022-10-26,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003394,CUST01888,2022-08-26,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003395,CUST01267,2023-11-30,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003396,CUST00062,2020-10-09,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003397,CUST01686,2022-11-10,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003398,CUST01010,2023-10-29,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003399,CUST00376,2023-08-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003400,CUST01540,2022-07-29,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003401,CUST00450,2022-03-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003402,CUST00536,2021-01-01,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003403,CUST00629,2020-08-29,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S003404,CUST00200,2022-05-09,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003405,CUST00143,2022-09-15,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003406,CUST01598,2022-06-08,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003407,CUST00699,2021-05-22,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003408,CUST01541,2021-04-11,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003409,CUST01628,2020-03-02,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003410,CUST01181,2021-06-11,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003411,CUST01147,2021-09-04,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003412,CUST00193,2023-09-15,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003413,CUST00740,2020-04-21,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003414,CUST01113,2023-04-21,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003415,CUST00498,2021-05-12,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003416,CUST01476,2020-02-19,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003417,CUST00482,2021-04-20,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003418,CUST01488,2023-05-02,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003419,CUST01118,2023-08-01,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003420,CUST01280,2020-01-21,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003421,CUST00125,2023-02-17,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003422,CUST01974,2020-11-02,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003423,CUST00358,2022-01-10,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003424,CUST00793,2020-11-22,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003425,CUST01802,2021-05-19,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S003426,CUST00540,2022-05-12,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003427,CUST00317,2022-07-29,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003428,CUST00224,2022-02-22,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003429,CUST00693,2022-03-25,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003430,CUST01936,2022-04-20,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003431,CUST00394,2023-08-15,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003432,CUST00183,2022-06-23,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003433,CUST00840,2020-11-23,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003434,CUST01050,2021-05-18,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003435,CUST00764,2021-08-05,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003436,CUST00601,2020-04-13,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003437,CUST01004,2023-01-19,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003438,CUST01827,2020-01-07,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003439,CUST01771,2023-04-16,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003440,CUST00271,2023-02-28,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003441,CUST00531,2022-09-15,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003442,CUST01859,2021-12-04,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003443,CUST01993,2023-07-25,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003444,CUST00616,2021-09-17,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003445,CUST00008,2022-12-15,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,1
S003446,CUST00596,2022-04-29,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S003447,CUST01864,2022-02-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003448,CUST01657,2021-05-02,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003449,CUST01270,2021-06-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003450,CUST01464,2023-03-08,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003451,CUST00552,2023-08-15,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003452,CUST01331,2023-08-27,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003453,CUST01552,2022-12-30,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003454,CUST01227,2020-09-06,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003455,CUST00519,2021-09-11,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,1
S003456,CUST01129,2020-08-23,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003457,CUST01733,2020-02-28,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003458,CUST01629,2023-10-19,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003459,CUST01228,2022-12-08,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003460,CUST00481,2020-09-22,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,1
S003461,CUST00177,2020-03-30,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003462,CUST00687,2021-01-22,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003463,CUST01445,2020-11-03,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003464,CUST00435,2023-05-11,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003465,CUST01720,2020-06-04,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003466,CUST00476,2021-01-04,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003467,CUST01145,2020-12-18,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003468,CUST01670,2021-05-19,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003469,CUST00826,2023-03-19,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003470,CUST01795,2023-01-04,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S003471,CUST01216,2023-03-02,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003472,CUST01243,2022-12-17,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003473,CUST00586,2022-06-27,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003474,CUST01147,2020-07-16,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003475,CUST00261,2020-04-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003476,CUST00414,2021-08-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003477,CUST00560,2023-06-14,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003478,CUST01827,2021-04-16,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003479,CUST01626,2020-12-29,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003480,CUST01188,2022-08-31,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003481,CUST00352,2021-05-25,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003482,CUST00822,2022-01-30,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003483,CUST00068,2023-12-19,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003484,CUST00357,2023-05-28,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,1
S003485,CUST01293,2020-11-13,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003486,CUST01597,2020-02-06,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003487,CUST00237,2023-10-04,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003488,CUST00183,2023-09-09,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003489,CUST00657,2021-11-13,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003490,CUST01466,2023-06-17,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003491,CUST00318,2023-09-18,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003492,CUST01346,2021-01-27,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003493,CUST00506,2022-03-05,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S003494,CUST00630,2021-05-27,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003495,CUST00830,2023-07-21,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003496,CUST00338,2022-03-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003497,CUST01299,2023-08-05,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003498,CUST00283,2020-10-09,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003499,CUST01621,2021-11-06,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003500,CUST00645,2022-08-22,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003501,CUST01528,2021-01-03,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003502,CUST01398,2021-09-28,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003503,CUST00090,2022-01-02,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003504,CUST00384,2023-06-06,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003505,CUST00639,2022-06-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003506,CUST00653,2023-05-23,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003507,CUST00399,2022-03-07,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003508,CUST00554,2021-03-04,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003509,CUST00196,2021-12-12,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003510,CUST00743,2022-11-15,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003511,CUST01080,2023-10-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003512,CUST01336,2022-06-07,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003513,CUST01666,2023-01-27,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003514,CUST01346,2021-12-10,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003515,CUST00203,2021-10-02,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003516,CUST00640,2020-04-20,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003517,CUST00164,2022-05-21,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003518,CUST00261,2020-09-12,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003519,CUST00027,2022-02-04,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003520,CUST01645,2020-06-24,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003521,CUST01104,2022-04-03,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,1
S003522,CUST00084,2022-02-02,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S003523,CUST01940,2021-06-19,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003524,CUST01942,2023-11-27,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003525,CUST00135,2020-06-27,Too expensive for the features offered.,Too expensive for the features offered.,Negative,Neutral,0.0,1.0,0.0,0.0,0
S003526,CUST01475,2023-02-07,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003527,CUST00297,2020-11-23,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003528,CUST00561,2023-02-12,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003529,CUST01725,2021-03-24,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003530,CUST01232,2022-10-09,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003531,CUST00904,2021-12-28,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003532,CUST00141,2022-05-07,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003533,CUST01038,2020-12-08,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003534,CUST00013,2023-05-16,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003535,CUST01824,2022-02-13,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003536,CUST01009,2020-06-06,"Met expectations, nothing special.","Met expectations, nothing special.",Neutral,Negative,0.429,0.571,0.0,-0.3089,0
S003537,CUST01278,2022-04-02,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
S003538,CUST01026,2021-03-03,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003539,CUST00325,2022-05-07,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003540,CUST00238,2022-03-02,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,0
S003541,CUST00625,2023-06-24,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003542,CUST01157,2020-09-23,Highly recommend to others.,Highly recommend to others.,Positive,Positive,0.0,0.518,0.482,0.4201,0
S003543,CUST00764,2021-11-05,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,0
S003544,CUST00554,2023-10-10,Easy to use and reliable.,Easy to use and reliable.,Neutral,Positive,0.0,0.58,0.42,0.4404,1
S003545,CUST01742,2022-12-18,"Great product, very satisfied.","Great product, very satisfied.",Positive,Positive,0.0,0.218,0.782,0.8016,1
S003546,CUST01108,2021-10-25,Product quality could be better.,Product quality could be better.,Neutral,Positive,0.0,0.58,0.42,0.4404,0
S003547,CUST01886,2020-03-24,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003548,CUST00605,2020-02-10,"Terrible experience, will not buy again.","Terrible experience, will not buy again.",Negative,Negative,0.383,0.617,0.0,-0.4767,1
S003549,CUST00756,2022-09-16,"Delivery was late, not happy.","Delivery was late, not happy.",Positive,Negative,0.428,0.572,0.0,-0.4585,0
S003550,CUST01236,2021-03-03,Excellent customer service.,Excellent customer service.,Positive,Positive,0.0,0.351,0.649,0.5719,0
S003551,CUST01588,2022-08-15,"Worth the price, happy with the purchase.","Worth the price, happy with the purchase.",Positive,Positive,0.0,0.472,0.528,0.6808,0
